PRODUCT ID,CHAIR TYPE,WOOD,LENGTH(INCHES),WIDTH(INCHES),HEIGHT(INCHES),WOOD PRICE(PER CUBIC),QUANTITY OF WOOD USED(IN CUBIC),LABOUR CHARGE,PRICE
MJN191,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1591,8791
CSX981,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1999,9199
RSN317,DINING CHAIR,ACACIA,34,18,16,800,2,741,2341
LSI105,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1754,8954
PQG670,ARM CHAIR,ACACIA,35,35,36,800,3,1869,4269
ZCZ568,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2126,9326
JBL865,ROCKING CHAIR,TEAK,25,25,45,1400,3,1552,5752
AZJ926,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1056,3056
DZL933,ARM CHAIR,TEAK,35,35,36,1400,3,1527,5727
FUZ896,ARM CHAIR,TEAK,35,35,36,1400,3,1725,5925
ILF926,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1083,3083
UFC660,ARM CHAIR,ACACIA,35,35,36,800,3,1726,4126
HXE455,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,574,1774
MRG963,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,552,5352
ALJ922,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1092,7092
QGR299,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,978,2978
AWS671,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1073,3073
ZJV114,ARM CHAIR,MAHAGONY,35,35,36,800,3,1529,3929
TYA332,BAR CHAIR,ACACIA,18,18,28,800,1.5,668,1868
UFY482,DINING CHAIR,ACACIA,34,18,16,800,2,778,2378
UZU473,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1007,3007
CAW352,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1155,3155
OQR882,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1294,3694
DSJ779,RECLINER CHAIR,TEAK,48,26,28,1400,3,1715,5915
SVQ309,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1091,4591
GAS618,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,992,2992
GOM294,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,569,1769
ZKB502,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1772,4172
AFN235,RECLINER CHAIR,ACACIA,48,26,28,800,3,1727,4127
IIS707,RECLINER CHAIR,ACACIA,48,26,28,800,3,1779,4179
KNV135,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1112,3112
YOT888,ARM CHAIR,ACACIA,35,35,36,800,3,1805,4205
UOP391,DINING CHAIR,ACACIA,34,18,16,800,2,578,2178
HQU855,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,952,2952
UAD940,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,517,4117
KTO388,ROCKING CHAIR,TEAK,25,25,45,1400,3,1384,5584
SDG710,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1880,4280
OAM708,DINING CHAIR,ACACIA,34,18,16,800,2,724,2324
KIH234,DINING CHAIR,ACACIA,34,18,16,800,2,518,2118
ZER840,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1924,4324
PXJ841,ARM CHAIR,MAHAGONY,35,35,36,800,3,1963,4363
ZHN309,ROCKING CHAIR,TEAK,25,25,45,1400,3,1372,5572
XBR470,BAR CHAIR,ACACIA,18,18,28,800,1.5,603,1803
DFK100,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,542,4142
BPT780,DINING CHAIR,TEAK,34,18,16,1400,2,692,3492
PXR322,DINING CHAIR,TEAK,34,18,16,1400,2,704,3504
VCJ961,DINING CHAIR,ACACIA,34,18,16,800,2,571,2171
EVY828,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1525,8725
NZJ211,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,610,1810
GRC108,DINING CHAIR,TEAK,34,18,16,1400,2,702,3502
NFN302,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,916,6916
ILM147,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1477,3877
SDI271,RECLINER CHAIR,TEAK,48,26,28,1400,3,1893,6093
FCY178,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1050,3050
BGE237,DINING CHAIR,ACACIA,34,18,16,800,2,759,2359
FDT883,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1039,4539
MVC340,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1270,8470
GFL802,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,949,6949
CJJ752,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1478,3878
GHH739,RECLINER CHAIR,ACACIA,48,26,28,800,3,1778,4178
HSU778,ARM CHAIR,ACACIA,35,35,36,800,3,1508,3908
ATT253,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,732,5532
EEJ637,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,992,6992
RQU721,RECLINER CHAIR,ACACIA,48,26,28,800,3,1721,4121
LCK720,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1529,3929
BIL202,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,661,4261
YXW472,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1713,8913
KPX717,ROCKING CHAIR,TEAK,25,25,45,1400,3,1597,5797
LUY855,ARM CHAIR,ACACIA,35,35,36,800,3,2115,4515
QYJ437,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1858,9058
WMN127,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,557,1757
ZDL120,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1824,9024
VAY220,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1828,9028
BOQ557,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1759,8959
WIB590,ARM CHAIR,ACACIA,35,35,36,800,3,1623,4023
GCU107,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1986,4386
OAY688,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,518,1718
FKN896,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1194,3194
IYS353,RECLINER CHAIR,ACACIA,48,26,28,800,3,1726,4126
SAN108,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1958,4358
MVY977,RECLINER CHAIR,ACACIA,48,26,28,800,3,1915,4315
KXZ529,DINING CHAIR,TEAK,34,18,16,1400,2,795,3595
KWS429,ROCKING CHAIR,TEAK,25,25,45,1400,3,1378,5578
RWZ763,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1175,3175
NWB891,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1122,3122
NKZ980,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1111,3111
ZXQ914,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1593,8793
CRG580,ROCKING CHAIR,TEAK,25,25,45,1400,3,1269,5469
EAM753,DINING CHAIR,MAHAGONY,34,18,16,800,2,736,2336
LFE902,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1056,3056
IYO772,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1874,4274
KGP981,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1076,3076
LHY139,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,987,4487
ZKG593,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1291,8491
UVR772,RECLINER CHAIR,TEAK,48,26,28,1400,3,1899,6099
AQB334,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,524,4124
PAC485,BAR CHAIR,ACACIA,18,18,28,800,1.5,561,1761
CME349,ARM CHAIR,TEAK,35,35,36,1400,3,2069,6269
LWT270,RECLINER CHAIR,ACACIA,48,26,28,800,3,1901,4301
WUO796,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1289,8489
VZO386,ROCKING CHAIR,TEAK,25,25,45,1400,3,1207,5407
BCA442,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1433,8633
DVP199,ARM CHAIR,MAHAGONY,35,35,36,800,3,1904,4304
OFM969,RECLINER CHAIR,TEAK,48,26,28,1400,3,1885,6085
BUL220,DINING CHAIR,MAHAGONY,34,18,16,800,2,619,2219
BTO664,ARM CHAIR,MAHAGONY,35,35,36,800,3,1847,4247
UBN946,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1783,4183
EUB939,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1222,8422
DCU472,RECLINER CHAIR,ACACIA,48,26,28,800,3,1744,4144
YPZ173,DINING CHAIR,ACACIA,34,18,16,800,2,651,2251
JTZ765,ROCKING CHAIR,TEAK,25,25,45,1400,3,1355,5555
ZZE613,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,519,4119
IPP611,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1528,8728
LWU873,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,603,1803
LBO887,ARM CHAIR,TEAK,35,35,36,1400,3,2058,6258
TWW726,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1176,3176
FNB735,RECLINER CHAIR,TEAK,48,26,28,1400,3,1734,5934
ZST290,BAR CHAIR,ACACIA,18,18,28,800,1.5,502,1702
FII434,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,509,4109
GLL793,DINING CHAIR,MAHAGONY,34,18,16,800,2,630,2230
JHV501,RECLINER CHAIR,ACACIA,48,26,28,800,3,1819,4219
ZVY491,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1984,4384
UVT590,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1174,7174
LFI426,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1017,3017
VXT910,DINING CHAIR,ACACIA,34,18,16,800,2,570,2170
XWH139,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1774,8974
PRI852,DINING CHAIR,MAHAGONY,34,18,16,800,2,611,2211
QEX233,ARM CHAIR,MAHAGONY,35,35,36,800,3,2175,4575
AVZ565,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1122,4622
FGS370,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1455,3855
DIJ154,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,610,1810
LJQ156,RECLINER CHAIR,TEAK,48,26,28,1400,3,1886,6086
UQX126,BAR CHAIR,ACACIA,18,18,28,800,1.5,550,1750
ENN463,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1118,7118
PAB836,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,938,4438
GYB240,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1161,3161
CDP274,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1983,9183
LRH184,ARM CHAIR,TEAK,35,35,36,1400,3,2152,6352
VPL153,ROCKING CHAIR,ACACIA,25,25,45,800,3,1507,3907
DFQ712,ARM CHAIR,MAHAGONY,35,35,36,800,3,1559,3959
VFP334,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1100,3100
DFD406,ARM CHAIR,TEAK,35,35,36,1400,3,2052,6252
LJY630,BAR CHAIR,ACACIA,18,18,28,800,1.5,580,1780
TGC407,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1185,7185
SJE938,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,660,4260
ETB620,DINING CHAIR,MAHAGONY,34,18,16,800,2,703,2303
DHZ849,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1375,3775
VRS920,ROCKING CHAIR,ACACIA,25,25,45,800,3,1235,3635
KOO259,ARM CHAIR,TEAK,35,35,36,1400,3,1692,5892
ZFI772,DINING CHAIR,MAHAGONY,34,18,16,800,2,635,2235
PNJ266,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,954,4454
OOE167,RECLINER CHAIR,TEAK,48,26,28,1400,3,1741,5941
AIC426,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,596,5396
HIC987,ARM CHAIR,MAHAGONY,35,35,36,800,3,2055,4455
IBP983,RECLINER CHAIR,TEAK,48,26,28,1400,3,1706,5906
PVJ624,ARM CHAIR,ACACIA,35,35,36,800,3,1918,4318
GOL786,ARM CHAIR,MAHAGONY,35,35,36,800,3,1909,4309
CTE628,ROCKING CHAIR,ACACIA,25,25,45,800,3,1253,3653
WWQ442,BAR CHAIR,TEAK,18,18,28,1400,1.5,540,2640
RFF379,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,624,4224
RGU828,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1163,7163
DXU361,DINING CHAIR,ACACIA,34,18,16,800,2,674,2274
LIC187,DINING CHAIR,MAHAGONY,34,18,16,800,2,786,2386
IWY141,RECLINER CHAIR,ACACIA,48,26,28,800,3,1944,4344
WDM479,ROCKING CHAIR,ACACIA,25,25,45,800,3,1421,3821
GUJ563,BAR CHAIR,TEAK,18,18,28,1400,1.5,634,2734
RDP383,DINING CHAIR,ACACIA,34,18,16,800,2,714,2314
KZC607,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1299,3699
BIB684,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1917,9117
XKO342,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,929,6929
AYX608,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1113,3113
ZRU699,ROCKING CHAIR,ACACIA,25,25,45,800,3,1358,3758
UYZ481,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1088,4588
PJR495,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1068,3068
MZX489,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1865,9065
XBL306,ARM CHAIR,TEAK,35,35,36,1400,3,1915,6115
FNQ518,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,931,4431
MLE854,ARM CHAIR,ACACIA,35,35,36,800,3,1793,4193
IYM655,ROCKING CHAIR,TEAK,25,25,45,1400,3,1215,5415
DGE241,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2125,9325
DUK704,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1885,9085
VQP600,ARM CHAIR,TEAK,35,35,36,1400,3,1874,6074
YUF893,ARM CHAIR,MAHAGONY,35,35,36,800,3,2034,4434
FDU549,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,513,5313
KSX369,ARM CHAIR,TEAK,35,35,36,1400,3,1752,5952
WHQ389,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1113,3113
PFU893,DINING CHAIR,ACACIA,34,18,16,800,2,671,2271
ZYQ478,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1581,8781
JDJ878,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1427,3827
ROU889,BAR CHAIR,ACACIA,18,18,28,800,1.5,663,1863
SWC133,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1148,4648
ATA121,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1899,9099
XAL406,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1940,9140
YIK169,BAR CHAIR,TEAK,18,18,28,1400,1.5,544,2644
MWN413,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1808,9008
TAM774,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1708,8908
XJH591,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1992,9192
PTC505,RECLINER CHAIR,TEAK,48,26,28,1400,3,1755,5955
MCO350,ROCKING CHAIR,ACACIA,25,25,45,800,3,1281,3681
EOA859,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1094,7094
ZSR507,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,976,4476
ZXL222,ROCKING CHAIR,ACACIA,25,25,45,800,3,1242,3642
IYH483,ROCKING CHAIR,TEAK,25,25,45,1400,3,1302,5502
DFS467,BAR CHAIR,TEAK,18,18,28,1400,1.5,554,2654
AAW859,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,501,1701
MGV302,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,515,1715
NGC255,DINING CHAIR,TEAK,34,18,16,1400,2,576,3376
IJA617,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1139,3139
GZL969,DINING CHAIR,ACACIA,34,18,16,800,2,540,2140
SDT323,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2121,9321
JOB540,RECLINER CHAIR,TEAK,48,26,28,1400,3,1744,5944
JCU471,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1172,3172
AMD645,DINING CHAIR,ACACIA,34,18,16,800,2,785,2385
AYZ949,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1844,9044
SRJ426,BAR CHAIR,TEAK,18,18,28,1400,1.5,517,2617
XLF971,ARM CHAIR,TEAK,35,35,36,1400,3,2063,6263
SQS743,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1664,8864
WOW475,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2132,9332
BCF649,RECLINER CHAIR,ACACIA,48,26,28,800,3,1803,4203
LVR239,BAR CHAIR,TEAK,18,18,28,1400,1.5,544,2644
ZKL177,DINING CHAIR,MAHAGONY,34,18,16,800,2,522,2122
XMV852,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1450,3850
REY947,ROCKING CHAIR,TEAK,25,25,45,1400,3,1466,5666
QZN221,DINING CHAIR,ACACIA,34,18,16,800,2,607,2207
RLI541,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,622,1822
PUY389,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1020,7020
BZF809,BAR CHAIR,TEAK,18,18,28,1400,1.5,700,2800
BKF636,DINING CHAIR,TEAK,34,18,16,1400,2,729,3529
MOD430,ROCKING CHAIR,ACACIA,25,25,45,800,3,1357,3757
CFU484,DINING CHAIR,MAHAGONY,34,18,16,800,2,546,2146
ZQV890,ROCKING CHAIR,TEAK,25,25,45,1400,3,1246,5446
DHK182,BAR CHAIR,TEAK,18,18,28,1400,1.5,611,2711
CRU423,DINING CHAIR,MAHAGONY,34,18,16,800,2,504,2104
BBJ336,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,556,4156
RBU651,ARM CHAIR,ACACIA,35,35,36,800,3,1607,4007
FEI803,DINING CHAIR,TEAK,34,18,16,1400,2,683,3483
HOZ222,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1722,4122
DDP626,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1991,4391
ZFE737,ARM CHAIR,TEAK,35,35,36,1400,3,2119,6319
HBL995,ARM CHAIR,MAHAGONY,35,35,36,800,3,1842,4242
MNR880,ARM CHAIR,MAHAGONY,35,35,36,800,3,1596,3996
FRE924,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1579,8779
THS388,ROCKING CHAIR,TEAK,25,25,45,1400,3,1539,5739
BSP564,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,696,1896
ZAA957,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,569,1769
KWX826,ARM CHAIR,ACACIA,35,35,36,800,3,1990,4390
WVJ400,ARM CHAIR,MAHAGONY,35,35,36,800,3,1869,4269
HRP752,ARM CHAIR,ACACIA,35,35,36,800,3,2088,4488
UWN829,RECLINER CHAIR,ACACIA,48,26,28,800,3,1732,4132
WYT189,DINING CHAIR,ACACIA,34,18,16,800,2,668,2268
CAL250,ARM CHAIR,ACACIA,35,35,36,800,3,1919,4319
MXH776,RECLINER CHAIR,ACACIA,48,26,28,800,3,1852,4252
BHS625,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1174,7174
LKB590,ROCKING CHAIR,TEAK,25,25,45,1400,3,1282,5482
LPM822,ROCKING CHAIR,TEAK,25,25,45,1400,3,1583,5783
BVP391,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,562,1762
BSS166,RECLINER CHAIR,ACACIA,48,26,28,800,3,1799,4199
LNJ167,RECLINER CHAIR,TEAK,48,26,28,1400,3,1918,6118
CYL990,ARM CHAIR,TEAK,35,35,36,1400,3,1646,5846
UMS483,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,522,5322
WWT762,ROCKING CHAIR,TEAK,25,25,45,1400,3,1583,5783
IDZ346,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1370,3770
ZKH644,ARM CHAIR,ACACIA,35,35,36,800,3,1946,4346
IBN438,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,707,5507
IFP412,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1089,7089
RZE736,ARM CHAIR,MAHAGONY,35,35,36,800,3,1922,4322
FAB254,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1206,3606
NRR609,DINING CHAIR,ACACIA,34,18,16,800,2,618,2218
IML939,DINING CHAIR,ACACIA,34,18,16,800,2,783,2383
XKU952,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,513,1713
YKF122,ARM CHAIR,ACACIA,35,35,36,800,3,2099,4499
OLN416,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1072,4572
GNC240,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1940,9140
IAD827,ARM CHAIR,TEAK,35,35,36,1400,3,1832,6032
YYX934,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,627,5427
VKY906,DINING CHAIR,MAHAGONY,34,18,16,800,2,712,2312
XWC963,RECLINER CHAIR,TEAK,48,26,28,1400,3,1846,6046
CJU961,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1116,4616
JUU156,BAR CHAIR,ACACIA,18,18,28,800,1.5,537,1737
XML932,RECLINER CHAIR,ACACIA,48,26,28,800,3,1902,4302
ZTC809,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1888,4288
EII887,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1172,3172
LMZ805,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1102,4602
PMD629,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1713,8913
TMX984,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1181,4681
HIX447,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1385,3785
HNI710,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1028,3028
JPR194,ARM CHAIR,ACACIA,35,35,36,800,3,1807,4207
AHC406,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1736,4136
VFC601,ARM CHAIR,TEAK,35,35,36,1400,3,1718,5918
POE920,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1839,4239
MCJ614,BAR CHAIR,ACACIA,18,18,28,800,1.5,577,1777
VOR238,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,932,4432
TXU436,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,934,4434
PZL674,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,962,2962
YXW441,DINING CHAIR,TEAK,34,18,16,1400,2,799,3599
TEV285,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1063,7063
CJB375,BAR CHAIR,ACACIA,18,18,28,800,1.5,657,1857
RWZ749,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1482,8682
MEN349,ROCKING CHAIR,ACACIA,25,25,45,800,3,1586,3986
LXI484,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1709,8909
BQP166,DINING CHAIR,ACACIA,34,18,16,800,2,519,2119
CLR236,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1348,3748
VOR288,BAR CHAIR,TEAK,18,18,28,1400,1.5,673,2773
OPZ434,ARM CHAIR,MAHAGONY,35,35,36,800,3,1790,4190
HSR335,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1210,8410
VBZ694,ARM CHAIR,ACACIA,35,35,36,800,3,1621,4021
HLL638,ROCKING CHAIR,TEAK,25,25,45,1400,3,1441,5641
BPR733,DINING CHAIR,ACACIA,34,18,16,800,2,630,2230
PMA420,DINING CHAIR,ACACIA,34,18,16,800,2,655,2255
VOI590,ARM CHAIR,ACACIA,35,35,36,800,3,2121,4521
HHL752,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1149,7149
FIQ658,BAR CHAIR,ACACIA,18,18,28,800,1.5,588,1788
KIF390,ARM CHAIR,TEAK,35,35,36,1400,3,1872,6072
AAV376,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,704,5504
HYX408,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1461,8661
YRK679,RECLINER CHAIR,TEAK,48,26,28,1400,3,1921,6121
DDX292,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1315,3715
BPK298,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,553,1753
XQW286,RECLINER CHAIR,ACACIA,48,26,28,800,3,1714,4114
QYW306,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,588,5388
XNA409,RECLINER CHAIR,TEAK,48,26,28,1400,3,1717,5917
XXC865,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2166,9366
QJB513,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1491,3891
DLQ114,BAR CHAIR,TEAK,18,18,28,1400,1.5,565,2665
ULY822,ROCKING CHAIR,ACACIA,25,25,45,800,3,1298,3698
YLZ516,RECLINER CHAIR,ACACIA,48,26,28,800,3,1826,4226
UTI956,RECLINER CHAIR,TEAK,48,26,28,1400,3,1885,6085
CWP143,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1611,8811
SMM725,DINING CHAIR,TEAK,34,18,16,1400,2,742,3542
LUX302,RECLINER CHAIR,ACACIA,48,26,28,800,3,1971,4371
UGB375,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1032,7032
WCP880,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1137,4637
UAD954,DINING CHAIR,TEAK,34,18,16,1400,2,589,3389
WUC107,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1751,4151
DSA821,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1893,9093
XCC739,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1105,3105
FLT555,DINING CHAIR,TEAK,34,18,16,1400,2,645,3445
HAX250,ARM CHAIR,ACACIA,35,35,36,800,3,1732,4132
ULH332,BAR CHAIR,ACACIA,18,18,28,800,1.5,607,1807
RLL796,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1538,8738
QYK235,ARM CHAIR,MAHAGONY,35,35,36,800,3,1767,4167
FFG148,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,564,1764
KJS814,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1163,7163
